channel,pageOpen,payEnd,payId,payStart,referCode,srcCode,ts,userId,vc
APPLE,4019,1646645237683,ac7a0685d745,1646645234683,5029,4019,1646645235683,619376777,3.0
OPPO,4020,1646645238683,8ab78cd1222e,1646645234683,5029,4020,1646645235683,1981994244,1.0
OPPO,4017,0,916e40df3186,1646645232683,4017,5021,1646645235683,1919108979,1.0
VIVO,5029,1646645237683,5c1ed69eec56,1646645232683,5021,4019,1646645235683,978735206,1.0
APPLE,4020,1646645238683,36e1b93f2d50,1646645233683,4020,4020,1646645235683,678964452,1.0
VIVO,5020,1646645238683,82324652b08d,1646645232683,5029,5029,1646645235683,2134684720,1.0
OPPO,4019,0,078c49857d76,1646645232683,5029,4020,1646645235683,268692438,1.0
OPPO,4020,0,ce5d7cd88dd2,1646645234683,5020,4020,1646645235683,1605670629,2.0
HUAWEI,4017,1646645236683,290d74951a24,1646645232683,5020,5029,1646645235683,91941540,2.0
HUAWEI,4019,1646645236683,b527df9ccb40,1646645232683,5021,4017,1646645235683,483752434,1.0
XIAOMI,4020,0,bf4bb47273db,1646645232683,4019,5029,1646645235683,1587364190,3.0
XIAOMI,4017,1646645237683,8fea55c3eee1,1646645232683,4020,5021,1646645235683,775225230,1.0
XIAOMI,4017,1646645237683,310eda1c045e,1646645234683,4020,5021,1646645235683,945444945,3.0
APPLE,5020,1646645236683,49b88de95b09,1646645232683,4020,5021,1646645235683,812021711,1.0
HUAWEI,4020,1646645238683,f9a1fabcc1c4,1646645234683,5029,5021,1646645235683,105630851,3.0
VIVO,4017,1646645238683,996fd25c7984,1646645233683,4020,5020,1646645235683,1905473646,3.0
VIVO,5020,1646645238683,5195c94fb0c7,1646645233683,4020,5020,1646645235683,1201237007,3.0
OPPO,4019,1646645238683,13c02823f366,1646645232683,4020,4017,1646645235683,1220510360,2.0
APPLE,5029,0,6ce6533d569a,1646645232683,5020,4019,1646645235683,2094265477,3.0
OPPO,4020,0,63594057ed19,1646645232683,5021,5029,1646645235683,68569697,3.0
HUAWEI,5029,1646645237683,276bdcdced9f,1646645234683,5029,5021,1646645235683,399050440,3.0
XIAOMI,4017,1646645238683,9caf0a45129a,1646645234683,4017,4019,1646645235683,1029880118,2.0
XIAOMI,5029,0,6a583e22e550,1646645233683,5029,4020,1646645235683,310159371,2.0
HUAWEI,4019,1646645237683,23e1980c181f,1646645233683,5020,4020,1646645235683,1756239706,2.0
XIAOMI,4019,1646645237683,a595d9ec1603,1646645232683,4017,4017,1646645235683,791666324,3.0
XIAOMI,4020,1646645237683,b65b9de7e566,1646645232683,5020,4020,1646645235683,1511219613,2.0
OPPO,5029,1646645238683,e0f367318c98,1646645233683,5020,4017,1646645235683,1879656141,3.0
APPLE,5020,1646645236683,ed2eabed53dc,1646645234683,5020,4019,1646645235683,1160793465,1.0
HUAWEI,5029,1646645238683,dc854d902d4e,1646645232683,4019,5020,1646645235683,1719576991,3.0
XIAOMI,5020,0,c5f1370139ce,1646645233683,4017,5021,1646645235683,269426659,1.0
APPLE,5020,1646645237683,a7b6b486dd00,1646645232683,4020,5020,1646645235683,2115620472,2.0
XIAOMI,4019,0,5fb91fcab6bb,1646645234683,4020,5020,1646645235683,1635746719,2.0
OPPO,4019,1646645237683,d65a154170bf,1646645234683,5029,4019,1646645235683,379228844,3.0
APPLE,4019,0,fc899740e315,1646645233683,5029,5029,1646645235683,1075326053,2.0
HUAWEI,4019,1646645237683,bcabfdd8da7c,1646645232683,5020,4019,1646645235683,2112060404,3.0
VIVO,5029,1646645237683,46d4bf6adb98,1646645233683,5029,5029,1646645235683,863845706,3.0
XIAOMI,5021,1646645237683,00b98f55463f,1646645232683,5021,5020,1646645235683,2132845191,3.0
HUAWEI,5029,1646645238683,8708c60a245a,1646645232683,5020,5029,1646645235683,1629410943,1.0
XIAOMI,5029,0,f9795ab95191,1646645232683,4017,5029,1646645235683,2068638891,1.0
VIVO,5029,1646645238683,2a850d4074b0,1646645234683,5021,4017,1646645235683,2000059714,1.0
HUAWEI,5029,0,85fec94d1f74,1646645233683,4020,4020,1646645235683,2008307938,1.0
APPLE,5021,0,63f81de7df3c,1646645234683,4019,4017,1646645235683,954957383,3.0
VIVO,5029,1646645238683,68a75e3c9d0b,1646645233683,4017,4019,1646645235683,1903448444,2.0
HUAWEI,4019,1646645236683,365ef2810cd5,1646645234683,4020,5020,1646645235683,80846036,3.0
HUAWEI,4019,1646645237683,5353729c36fa,1646645232683,4019,5021,1646645235683,997427965,1.0
VIVO,4020,1646645236683,377cca636f8d,1646645232683,4017,5021,1646645235683,145136073,3.0
APPLE,5020,0,8710b7903f22,1646645234683,5029,5021,1646645235683,1112355680,3.0
APPLE,4020,1646645237683,824a0b62b7d3,1646645233683,4020,5029,1646645235683,477844256,3.0
XIAOMI,5021,1646645237683,363259164408,1646645233683,4019,4020,1646645235683,1597804173,1.0
HUAWEI,4020,1646645236683,e5e2c3a28bcb,1646645232683,5021,4019,1646645235683,1604131912,1.0
OPPO,4019,1646645238683,90b3bdfee246,1646645234683,4019,5021,1646645235683,359183706,2.0
HUAWEI,5029,0,c9f582bb0d2e,1646645234683,5021,5029,1646645235683,725526079,2.0
HUAWEI,5020,1646645238683,05fd97a5daf0,1646645232683,4020,5021,1646645235683,1853186466,2.0
VIVO,5021,1646645238683,04dd5dd32dbb,1646645232683,5021,5021,1646645235683,347018781,3.0
HUAWEI,5029,1646645238683,5673cc1a78e9,1646645234683,4017,5020,1646645235683,667518594,2.0
XIAOMI,4020,0,bebe6c982f81,1646645232683,4020,4020,1646645235683,867756703,2.0
VIVO,5029,1646645237683,ad71518b6bae,1646645234683,5029,4017,1646645235683,1155431598,1.0
APPLE,4020,1646645236683,d250919b33db,1646645232683,5021,4017,1646645235683,21662394,2.0
XIAOMI,5029,1646645237683,fd47ffba25b5,1646645233683,5021,5021,1646645235683,2002594125,1.0
APPLE,5029,1646645236683,f4b754df8c6e,1646645234683,5021,5029,1646645235683,1316674729,1.0
APPLE,4020,1646645236683,4e0e8f78e131,1646645234683,4020,4019,1646645235683,1674877251,1.0
OPPO,4020,1646645237683,8be673a8d66f,1646645232683,4017,4019,1646645235683,712162135,1.0
APPLE,4017,1646645238683,33b5332d5d26,1646645232683,5020,5021,1646645235683,848322293,1.0
HUAWEI,5029,1646645236683,faf13fc6d27c,1646645233683,4019,5021,1646645235683,1177092760,2.0
XIAOMI,5029,0,823ef4bbdc70,1646645232683,5020,5029,1646645235683,1959150037,2.0
APPLE,5021,1646645237683,0ade996734ef,1646645234683,5021,4019,1646645235683,239036132,3.0
APPLE,5029,1646645237683,16d7882a13a9,1646645233683,5029,5020,1646645235683,62269800,3.0
APPLE,5029,1646645238683,a36ce3118f06,1646645233683,4017,4017,1646645235683,637928834,2.0
VIVO,5021,1646645236683,249535b9bd5b,1646645234683,5021,4020,1646645235683,1697308850,2.0
XIAOMI,5029,0,f8bc1ad70f14,1646645232683,4020,5029,1646645235683,139816421,1.0
OPPO,5021,1646645237683,c66d09036ca3,1646645232683,4020,5020,1646645235683,1628023080,3.0
VIVO,5020,1646645238683,6ed62abef27f,1646645234683,5029,5021,1646645235683,1735037836,1.0
VIVO,4019,1646645238683,ff029555561d,1646645232683,4020,5029,1646645235683,602624816,1.0
OPPO,4017,0,06f208c24cd7,1646645232683,4019,5020,1646645235683,1251168178,1.0
XIAOMI,5021,1646645238683,0caf9b24a92e,1646645233683,4017,5020,1646645235683,863152690,1.0
VIVO,5029,1646645237683,396883aec15b,1646645233683,5021,4017,1646645235683,873722187,3.0
HUAWEI,4017,1646645237683,7b8deef33730,1646645233683,5021,4017,1646645235683,1612573079,1.0
APPLE,5021,1646645236683,75d585155928,1646645234683,4019,5021,1646645235683,1241052377,2.0
VIVO,4020,1646645236683,579b9077a6ce,1646645234683,5021,4019,1646645235683,1215590448,2.0
VIVO,4017,1646645238683,80128461d6c1,1646645233683,4020,4017,1646645235683,860282028,3.0
HUAWEI,5020,1646645237683,d631dca36992,1646645234683,4017,4020,1646645235683,14821863,1.0
HUAWEI,5029,0,0656382f19b2,1646645233683,5021,4017,1646645235683,517887135,2.0
VIVO,5029,1646645236683,769aeef35e5f,1646645232683,4019,4017,1646645235683,494811270,3.0
XIAOMI,4019,1646645237683,f0b23b11f857,1646645232683,5029,4019,1646645235683,1303219714,1.0
XIAOMI,4019,1646645236683,41c4b6ab14bf,1646645233683,5020,4019,1646645235683,1580411399,2.0
APPLE,5020,1646645238683,52e2034024d3,1646645233683,4017,4020,1646645235683,1186464964,3.0
VIVO,5029,1646645236683,fe1f0c5ebca4,1646645233683,5020,4020,1646645235683,617868932,2.0
XIAOMI,4017,1646645238683,d90f02db7f38,1646645233683,4017,5021,1646645235683,267695221,1.0
VIVO,5021,1646645236683,1624c9456327,1646645233683,4020,5029,1646645235683,2058404997,2.0
XIAOMI,4019,1646645238683,41c07f084660,1646645232683,5029,5021,1646645235683,621955319,1.0
VIVO,4017,1646645236683,b5e194c350a0,1646645232683,5020,5020,1646645235683,619738026,1.0
APPLE,5021,1646645238683,c6efa09e65a1,1646645234683,5021,4020,1646645235683,1485392203,3.0
VIVO,4020,1646645236683,9c27094e1ee6,1646645234683,5029,4019,1646645235683,824756828,3.0
APPLE,5020,0,8646e2ffa72e,1646645233683,4017,5021,1646645235683,2032186195,1.0
VIVO,5029,1646645236683,de9701eb9100,1646645232683,5029,4019,1646645235683,1471877064,1.0
VIVO,5020,1646645236683,5ab7eb7ca1fa,1646645233683,5029,4019,1646645235683,1971245498,2.0
HUAWEI,4020,0,9f8ee68247df,1646645233683,5021,4017,1646645235683,507732027,3.0
APPLE,4020,1646645236683,a9fe3f7a786f,1646645233683,5021,5021,1646645235683,1817103038,3.0
VIVO,5021,1646645237683,cc62c5a72212,1646645232683,4017,5021,1646645235683,1723985403,1.0
XIAOMI,5029,1646645238683,14b04e42a3de,1646645233683,4020,5029,1646645235683,1755186926,1.0
APPLE,4019,1646645236683,3b86833471c0,1646645234683,4017,5020,1646645235683,1991117445,2.0
HUAWEI,4019,1646645238683,e7f6273559a8,1646645232683,4020,4020,1646645235683,1497552341,3.0
HUAWEI,5021,0,561521a1d4b4,1646645233683,5021,5029,1646645235683,855034124,2.0
APPLE,5029,0,53661a347213,1646645234683,4017,4017,1646645235683,1384851539,3.0
OPPO,5029,0,68fe401084d2,1646645233683,4017,5020,1646645235683,1199301168,1.0
XIAOMI,4020,1646645238683,dbc41bc808d5,1646645234683,5020,5021,1646645235683,517123987,2.0
APPLE,5029,0,9cf3ee3c3cb9,1646645234683,5029,4017,1646645235683,1796052132,1.0
VIVO,5020,1646645237683,96666f98898f,1646645233683,4020,4020,1646645235683,680865063,3.0
APPLE,4019,1646645238683,c13b2005fc6d,1646645234683,4019,4017,1646645235683,440485310,1.0
HUAWEI,4019,1646645236683,044c0947fc4f,1646645234683,4017,5020,1646645235683,723368887,1.0
VIVO,4017,0,0db28fe88e73,1646645233683,5029,4019,1646645235683,1627196906,3.0
OPPO,4019,1646645237683,13484d8139d1,1646645233683,4019,5029,1646645235683,1487138641,2.0
OPPO,5021,1646645238683,607e8b68fcf9,1646645234683,4020,4019,1646645235683,1612301369,3.0
APPLE,4019,0,93fbe16e0c8d,1646645234683,4017,4017,1646645235683,1126357158,1.0
XIAOMI,5029,1646645237683,402ae5e0f7db,1646645234683,4019,5021,1646645235683,1172335315,1.0
VIVO,4019,1646645236683,7a18b1400464,1646645233683,4020,5029,1646645235683,1760405641,1.0
XIAOMI,4017,1646645236683,50685bdd3815,1646645233683,5020,4019,1646645235683,1598265909,3.0
APPLE,4019,1646645238683,59dd8ca87083,1646645233683,5020,4020,1646645235683,1600988313,2.0
APPLE,5020,1646645238683,c63c32a1a069,1646645232683,4017,4017,1646645235683,1009283672,2.0
APPLE,4017,1646645236683,a0d73ce11251,1646645232683,4019,4020,1646645235683,479045785,3.0
OPPO,4019,0,7aa27f9a2d7c,1646645234683,5021,4017,1646645235683,276977593,1.0
OPPO,5021,1646645237683,5c766652f47f,1646645232683,5029,4020,1646645235683,709229176,1.0
HUAWEI,4017,1646645236683,dd002d59a0d2,1646645232683,4019,4020,1646645235683,848979562,3.0
HUAWEI,5020,1646645238683,22dfd60d2044,1646645232683,4020,5021,1646645235683,1979493641,2.0
APPLE,4017,1646645237683,21b3bd373630,1646645232683,4017,5029,1646645235683,1268988114,1.0
VIVO,5029,0,97e55125198b,1646645233683,4020,5029,1646645235683,274886823,3.0
OPPO,4019,1646645238683,286d72946d88,1646645232683,4020,5020,1646645235683,1680480251,1.0
APPLE,5029,1646645236683,b3193f270361,1646645234683,5021,5029,1646645235683,1815185086,3.0
APPLE,5020,0,b0bcf669c00b,1646645234683,4019,4020,1646645235683,1924913761,3.0
HUAWEI,5020,1646645236683,a9ba46381d0c,1646645234683,5021,5021,1646645235683,1870093923,1.0
APPLE,5021,1646645237683,99b32e2090bd,1646645234683,5021,5029,1646645235683,368330416,3.0
VIVO,4020,1646645238683,19aa3c8fb827,1646645232683,4019,5029,1646645235683,324739226,2.0
HUAWEI,5020,1646645238683,ec3591263a0e,1646645234683,5029,5029,1646645235683,1152300780,1.0
APPLE,5020,1646645237683,b4ab7e6bcd81,1646645232683,4020,5020,1646645235683,682133916,1.0
OPPO,4019,0,5c72f818820f,1646645232683,4020,4020,1646645235683,285486858,3.0
APPLE,4019,1646645238683,82b802c2bbaf,1646645232683,4017,5021,1646645235683,964491366,1.0
VIVO,4020,1646645237683,7027d9174076,1646645233683,5029,4020,1646645235683,1886562960,3.0
HUAWEI,4019,1646645238683,b931a84d7f98,1646645234683,5029,5020,1646645235683,1962093799,1.0
XIAOMI,4019,0,e833c26eeeee,1646645233683,4019,5020,1646645235683,1502915714,1.0
APPLE,5020,1646645238683,12bb9988476e,1646645232683,5029,5029,1646645235683,953365330,1.0
VIVO,5020,1646645237683,a52a75c7f321,1646645233683,4017,5029,1646645235683,362971554,3.0
HUAWEI,5020,1646645238683,42500f6c7af1,1646645232683,4020,4017,1646645235683,1988367019,2.0
VIVO,5021,1646645236683,bf9cf9789118,1646645234683,4019,5021,1646645235683,1463017742,1.0
APPLE,4017,1646645237683,7410e2832ec8,1646645232683,5021,5029,1646645235683,2102532221,1.0
APPLE,4019,1646645237683,a1baaad43ed3,1646645232683,5029,4017,1646645235683,1141953180,2.0
VIVO,5029,1646645237683,ee8c682c0a8e,1646645234683,4020,5029,1646645235683,1860876140,2.0
HUAWEI,5029,0,26cd16fed778,1646645234683,4019,4017,1646645235683,99557771,3.0
APPLE,5029,0,37dec3626700,1646645234683,5020,5021,1646645235683,1420501081,2.0
VIVO,4017,1646645237683,e34725f00ddb,1646645232683,4020,4019,1646645235683,542093115,1.0
OPPO,5029,1646645237683,aaf6b8cdd7a9,1646645232683,5021,5029,1646645235683,1454014783,2.0
APPLE,4019,1646645236683,e825454340cc,1646645232683,5020,5020,1646645235683,1630574083,1.0
APPLE,4019,1646645238683,ceebb01768fd,1646645232683,4017,5021,1646645235683,1828666040,2.0
OPPO,5029,0,8a6e90e40cc4,1646645232683,5020,4017,1646645235683,1450741869,3.0
OPPO,4019,0,fe34cfee5ba6,1646645234683,5021,5021,1646645235683,258174947,3.0
VIVO,4020,1646645237683,b2e071cfbb83,1646645232683,5029,5029,1646645235683,1472959649,3.0
APPLE,5021,0,b4ff4b360b5c,1646645233683,4019,4020,1646645235683,1921812579,2.0
HUAWEI,4017,1646645238683,719929a2f4bb,1646645234683,4019,4017,1646645235683,2126577613,3.0
XIAOMI,4020,1646645238683,a180fce6b325,1646645234683,4019,5021,1646645235683,1033765476,2.0
VIVO,4020,0,fbb05dab5549,1646645233683,4019,4020,1646645235683,1955944379,1.0
XIAOMI,4019,1646645236683,027690378f23,1646645232683,5029,5029,1646645235683,1320613990,2.0
OPPO,5029,1646645238683,1b894ed3efc8,1646645232683,4017,4017,1646645235683,1407619082,3.0
XIAOMI,4020,0,40db45d473f1,1646645232683,5020,5021,1646645235683,1988710743,3.0
VIVO,5020,0,a3ac1e066b73,1646645232683,5020,4020,1646645235683,98895684,1.0
APPLE,5020,1646645236683,ebc3a3cf2969,1646645234683,5021,5020,1646645235683,935537474,3.0
HUAWEI,4020,1646645238683,ad0a56361131,1646645234683,5020,5029,1646645235683,1848812027,2.0
VIVO,4019,0,f9e24ff964c9,1646645233683,5020,5020,1646645235683,261665615,1.0
VIVO,5020,1646645237683,9a7fb23e6bb1,1646645234683,4020,4020,1646645235683,2007183607,3.0
APPLE,5020,0,0c5fdf207390,1646645233683,5021,4019,1646645235683,374231516,3.0
HUAWEI,5029,1646645236683,8b4909f41627,1646645233683,4017,4020,1646645235683,1935985563,2.0
VIVO,4020,1646645238683,708317fc976e,1646645232683,4019,5021,1646645235683,1139743200,2.0
APPLE,5029,1646645236683,ec68729b0a74,1646645234683,5020,4019,1646645235683,1525842114,2.0
VIVO,5020,1646645237683,be2aa4c8d8e3,1646645233683,5029,5021,1646645235683,1005222227,1.0
HUAWEI,5020,0,9ee738997261,1646645233683,4019,5020,1646645235683,483155683,1.0
HUAWEI,5020,1646645238683,c1620fb856c9,1646645232683,4017,4017,1646645235683,605040851,1.0
HUAWEI,5029,1646645236683,8ec82c39ebf1,1646645233683,5020,4017,1646645235683,1550151431,3.0
APPLE,5021,1646645237683,c67a5ab4d62e,1646645232683,5029,4020,1646645235683,1710889756,3.0
HUAWEI,5021,1646645236683,5ce0834fb032,1646645234683,5020,4020,1646645235683,403748573,2.0
HUAWEI,4020,1646645238683,ae1159100899,1646645234683,4017,5021,1646645235683,1202112671,1.0
VIVO,4020,1646645237683,c27124f0cdae,1646645234683,5020,4017,1646645235683,1594197899,3.0
VIVO,5029,1646645237683,98f9b8b08f67,1646645232683,4020,5029,1646645235683,1231717151,1.0
HUAWEI,5020,1646645236683,1ac46365ce8c,1646645233683,4017,5021,1646645235683,1303062955,3.0
VIVO,4017,1646645237683,bafc5fa033c4,1646645233683,4017,5029,1646645235683,1501029724,3.0
VIVO,5021,1646645238683,fc7705a0a5b0,1646645233683,5020,5021,1646645235683,1570267531,1.0
XIAOMI,4017,1646645236683,29a42c8e451b,1646645232683,5029,4017,1646645235683,91621021,3.0
APPLE,4020,0,0934522b58db,1646645234683,5020,4017,1646645235683,25345876,1.0
HUAWEI,4019,0,95251b08b7a7,1646645233683,5029,5021,1646645235683,357429761,2.0
OPPO,5021,1646645238683,cabe4ec2dbf7,1646645234683,4017,5029,1646645235683,1689358562,3.0
VIVO,4020,1646645236683,0603e3b50948,1646645234683,4017,5021,1646645235683,409727839,2.0
XIAOMI,5020,1646645236683,0e8511b49047,1646645233683,4019,5029,1646645235683,1245527842,3.0
HUAWEI,4019,0,560da6f64d71,1646645234683,5021,4017,1646645235683,626130175,2.0
XIAOMI,5021,1646645238683,1ccf24a5e5a7,1646645234683,4017,5029,1646645235683,605111596,2.0
VIVO,5029,1646645237683,5c1214c638ab,1646645233683,5021,5021,1646645235683,880574033,1.0
OPPO,5020,1646645236683,7301750d3de2,1646645232683,4020,5029,1646645235683,1799566380,3.0
APPLE,5020,1646645237683,fa0f0da57fa8,1646645232683,5021,4017,1646645235683,1606765579,1.0
HUAWEI,5029,0,f1fa47e17191,1646645232683,4019,4019,1646645235683,516410176,2.0
OPPO,4017,1646645238683,dbc4bd378c07,1646645234683,4019,4017,1646645235683,1298234536,3.0
OPPO,5020,1646645238683,8c979581bae4,1646645232683,5029,4017,1646645235683,1406569925,3.0
HUAWEI,5021,1646645238683,097483a2eda7,1646645232683,5020,4017,1646645235683,1079517107,2.0
HUAWEI,4020,1646645237683,0eeedf055eec,1646645234683,5029,4020,1646645235683,120749242,2.0
VIVO,4020,1646645238683,8e154f0e14a0,1646645233683,4019,4019,1646645235683,2028726141,3.0
APPLE,5020,0,145a0305247c,1646645234683,5021,5029,1646645235683,730418412,1.0
APPLE,4019,1646645238683,ea0a46d29378,1646645233683,4019,4017,1646645235683,1399764745,1.0
APPLE,4017,1646645238683,6d3959a73692,1646645233683,4020,4020,1646645235683,2078653908,2.0
APPLE,5020,0,644e04e9d5f9,1646645233683,5020,4019,1646645235683,602160671,3.0
OPPO,5021,1646645238683,2a086bfb66ef,1646645234683,4017,5029,1646645235683,120024367,1.0
VIVO,5021,1646645238683,3582d6956eb8,1646645232683,4017,4019,1646645235683,468014269,2.0
APPLE,5021,0,5baa558b1a4d,1646645233683,5029,5021,1646645235683,24070061,3.0
HUAWEI,5029,1646645237683,96f765d2bce6,1646645234683,5021,4017,1646645235683,253198170,1.0
VIVO,4017,1646645237683,6fcfc6e1637c,1646645232683,4020,4017,1646645235683,1109717041,3.0
OPPO,4019,1646645237683,dccdb36c5217,1646645233683,5021,5029,1646645235683,1657615302,1.0
HUAWEI,4020,1646645238683,00312fd86f2e,1646645234683,4019,4020,1646645235683,1315981225,3.0
APPLE,5021,0,08a143ac9728,1646645233683,4017,5029,1646645235683,51577442,3.0
APPLE,5029,1646645237683,adde2cdd2bba,1646645234683,5021,4019,1646645235683,1543111008,1.0
HUAWEI,4020,0,441feeccb023,1646645234683,4019,5029,1646645235683,1242288954,3.0
APPLE,4017,0,19b73b65c121,1646645234683,5020,5029,1646645235683,1807793181,2.0
HUAWEI,4017,0,3251e8ec3d2f,1646645233683,5029,5021,1646645235683,1588227653,3.0
XIAOMI,5029,1646645236683,818aeea674c6,1646645233683,5020,5029,1646645235683,1723205446,3.0
OPPO,5021,1646645238683,0e6c157a5762,1646645232683,4020,4020,1646645235683,2106083048,2.0
HUAWEI,5029,1646645236683,8f3f68524b6e,1646645233683,5020,4017,1646645235683,918160557,3.0
VIVO,5020,0,ac585b95671d,1646645233683,5029,4019,1646645235683,1242113282,1.0
HUAWEI,4020,1646645237683,86f6530eb117,1646645232683,5021,5029,1646645235683,383990551,3.0
VIVO,5029,0,8aec7262a4ea,1646645234683,4017,5029,1646645235683,308460914,3.0
APPLE,4020,1646645238683,b7d0e6dc63ed,1646645232683,4019,5029,1646645235683,235683355,1.0
HUAWEI,4020,1646645236683,d68918465a14,1646645233683,5020,4017,1646645235683,1070823222,2.0
OPPO,4020,1646645236683,0ce6ec450631,1646645233683,4019,5029,1646645235683,362271826,2.0
APPLE,4017,0,1d4d7382d6a8,1646645232683,5020,4019,1646645235683,2057893106,3.0
XIAOMI,4017,1646645238683,6b56b9809b48,1646645234683,5029,5020,1646645235683,285604011,3.0
HUAWEI,5029,0,daac867d0649,1646645234683,4020,4017,1646645235683,2095259148,1.0
VIVO,5029,1646645236683,6bbb221bea0a,1646645233683,4017,5020,1646645235683,341745985,1.0
VIVO,5029,1646645236683,181f27e4bd93,1646645234683,5021,5021,1646645235683,720724716,1.0
XIAOMI,5029,1646645238683,4427695a1942,1646645233683,5021,5029,1646645235683,1907777166,2.0
OPPO,4019,0,163b63fe2afa,1646645234683,4020,4020,1646645235683,1182779111,3.0
VIVO,5021,1646645238683,6e87dcb8f06a,1646645233683,4020,5029,1646645235683,801993725,2.0
HUAWEI,5029,1646645237683,4dc48897223b,1646645233683,4020,5020,1646645235683,736735617,3.0
APPLE,4020,0,af9e1067a06d,1646645233683,5029,4020,1646645235683,797885729,3.0
VIVO,4017,1646645238683,dec27848c423,1646645233683,4019,4019,1646645235683,345781663,3.0
OPPO,4019,1646645236683,1a59b39d102e,1646645234683,5020,4020,1646645235683,1597878268,2.0
OPPO,5029,1646645237683,245f31170b51,1646645232683,5021,4020,1646645235683,74840515,3.0
HUAWEI,4020,0,4d1908fbdf2c,1646645232683,5021,4020,1646645235683,429233313,3.0
VIVO,5029,0,1f51a53fc8c9,1646645232683,4017,4019,1646645235683,605193198,3.0
OPPO,4017,1646645236683,17f5bc48cf37,1646645234683,4017,4019,1646645235683,1465332731,2.0
XIAOMI,5029,0,5369f57a7d8e,1646645232683,5029,4017,1646645235683,207122094,2.0
APPLE,4020,1646645238683,88eea79f777e,1646645234683,5021,5020,1646645235683,744612591,3.0
APPLE,5021,1646645237683,1a748ea2ddc7,1646645234683,4017,5021,1646645235683,2089634692,3.0
HUAWEI,5021,1646645238683,25c0b3e3d4d3,1646645234683,5020,5020,1646645235683,501793339,3.0
APPLE,5029,1646645238683,de2d9ea7892d,1646645233683,4019,5021,1646645235683,899207432,2.0
APPLE,4017,1646645237683,ae5523f263c4,1646645234683,5020,4020,1646645235683,595050972,2.0
VIVO,5029,0,df76096d9efb,1646645233683,5029,4019,1646645235683,355293183,3.0
APPLE,5029,1646645237683,628043223a96,1646645234683,5021,4019,1646645235683,542142359,3.0
HUAWEI,4017,1646645238683,e2ef40994529,1646645233683,4020,4017,1646645235683,114312141,3.0
VIVO,5021,1646645236683,8fb528e3f9c3,1646645232683,5021,5021,1646645235683,918535961,3.0
APPLE,5021,1646645236683,23dbbee0013b,1646645232683,4017,5029,1646645235683,391156371,3.0
XIAOMI,4019,1646645238683,d9a229b0e09a,1646645232683,4019,5021,1646645235683,736288903,1.0
OPPO,4020,0,d4b93f5ce829,1646645232683,4019,4017,1646645235683,1655571542,3.0
HUAWEI,4017,1646645236683,10db6a401ddf,1646645234683,4020,5029,1646645235683,1702548393,1.0
APPLE,4017,1646645238683,7caa1335c654,1646645233683,5020,5021,1646645235683,1429753379,1.0
VIVO,4017,0,41c064c28847,1646645234683,4019,4017,1646645235683,352585415,3.0
APPLE,5029,1646645238683,9f7419403113,1646645234683,5029,4020,1646645235683,856735132,3.0
XIAOMI,5020,1646645238683,d4ecbc406666,1646645233683,5020,5020,1646645235683,1100252504,2.0
VIVO,5021,1646645238683,712df763d248,1646645233683,5029,5029,1646645235683,1860342575,3.0
APPLE,4019,1646645236683,86fc1f052e83,1646645234683,5029,4019,1646645235683,2135873616,3.0
VIVO,4019,1646645236683,d6e8f39828a8,1646645232683,4020,5020,1646645235683,349846099,3.0
HUAWEI,4020,1646645237683,be0409a9f6f5,1646645233683,4017,5021,1646645235683,117446412,2.0
OPPO,5021,1646645238683,dd9cd26d5759,1646645232683,4017,4017,1646645235683,1799044330,1.0
HUAWEI,5029,1646645236683,475e56d44119,1646645234683,5029,5029,1646645235683,1437250947,3.0
XIAOMI,5029,1646645236683,3acf61a84b70,1646645232683,4019,5020,1646645235683,1083330004,1.0
OPPO,5020,1646645238683,d648916e1555,1646645233683,5020,5020,1646645235683,1912939250,2.0
VIVO,5020,1646645238683,894632ad67ab,1646645233683,5029,4017,1646645235683,1912665791,1.0
VIVO,4019,1646645236683,6df3e7d5ac31,1646645234683,5029,4019,1646645235683,983008358,2.0
HUAWEI,4017,1646645236683,8d5b7edb7d64,1646645234683,4019,4019,1646645235683,1033188317,3.0
HUAWEI,4019,1646645237683,a1be14b7de1e,1646645233683,4017,5021,1646645235683,5274555,2.0
APPLE,4019,1646645238683,63710eb192ba,1646645233683,5021,5029,1646645235683,583706726,1.0
VIVO,4017,0,e4573c7d79b5,1646645233683,5021,4019,1646645235683,1103257632,3.0
OPPO,4019,1646645237683,981fa9c0547f,1646645232683,4019,4019,1646645235683,1650815874,2.0
XIAOMI,4019,1646645238683,6550715215a6,1646645233683,5021,5029,1646645235683,1244080514,1.0
XIAOMI,4020,1646645236683,3300c0e5bad3,1646645234683,5029,4020,1646645235683,889351052,3.0
APPLE,5020,1646645237683,ee7306819458,1646645234683,5021,4017,1646645235683,424891026,3.0
OPPO,4019,1646645237683,9eabc5c1fa34,1646645232683,5020,4017,1646645235683,375592765,3.0
HUAWEI,4017,1646645236683,86280e2061c0,1646645232683,5020,4019,1646645235683,867699411,2.0
OPPO,4017,1646645236683,1644d3e759f1,1646645233683,4019,4017,1646645235683,1646543533,1.0
XIAOMI,4017,1646645236683,02375de70aa9,1646645234683,4019,4017,1646645235683,1106305467,2.0
HUAWEI,4019,1646645237683,801402000110,1646645233683,5021,5029,1646645235683,1179104836,3.0
